,material,material_garment
12734,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12735,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12736,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12737,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12738,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12739,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12740,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12741,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12742,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12743,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12744,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12745,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12746,",     COLORWAYS       , , , , , , ",0
12747,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12748,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12749,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12750,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12751,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12752,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12753,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12754,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12755,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12756,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12757,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12758,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12759,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12760,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12761,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12762,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12763,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12764,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12765,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12766,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12767,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12768,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12769,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12770,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12771,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12772,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12773,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12774,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12775,",     COLORWAYS       , , , , , , ",0
12776,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12777,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12778,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12779,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12780,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12781,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12782,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12783,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12784,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12785,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12786,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12787,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12788,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12789,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12790,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12791,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12792,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12793,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12794,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12795,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12796,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12797,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12798,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12799,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12800,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12801,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12802,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12803,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12804,",     COLORWAYS       , , , , , , ",0
12805,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12806,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12807,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12808,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12809,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12810,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12811,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12812,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12813,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12814,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12815,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12816,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12817,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12818,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12819,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12820,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12821,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12822,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12823,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12824,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12825,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12826,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12827,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12828,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12829,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12830,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12831,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12832,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12833,",     COLORWAYS       , , , , , , ",0
12834,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12835,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12836,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12837,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12838,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12839,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12840,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12841,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12842,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12843,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12844,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12845,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12846,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12847,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12848,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12849,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12850,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12851,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12852,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12853,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12854,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12855,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12856,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12857,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12858,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12859,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12860,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12861,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12862,",     COLORWAYS       , , , , , , ",0
12863,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12864,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12865,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12866,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12867,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12868,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12869,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12870,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12871,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12872,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12873,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12874,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12875,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12876,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12877,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12878,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12879,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12880,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12881,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12882,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12883,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12884,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12885,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12886,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12887,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12888,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12889,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12890,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12891,",     COLORWAYS       , , , , , , ",0
12892,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12893,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12894,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12895,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12896,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12897,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12898,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12899,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12900,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12901,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12902,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12903,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12904,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12905,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12906,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12907,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12908,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12909,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12910,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12911,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12912,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12913,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12914,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12915,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12916,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12917,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12918,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12919,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12920,",     COLORWAYS       , , , , , , ",0
12921,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12922,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12923,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12924,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12925,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12926,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12927,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12928,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12929,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12930,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12931,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12932,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12933,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12934,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12935,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12936,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12937,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12938,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12939,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12940,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12941,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12942,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12943,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12944,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12945,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12946,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12947,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12948,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12949,",     COLORWAYS       , , , , , , ",0
12950,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12951,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12952,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12953,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12954,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12955,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12956,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12957,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12958,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12959,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12960,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12961,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12962,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12963,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12964,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12965,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12966,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12967,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12968,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12969,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12970,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
12971,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12972,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
12973,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12974,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
12975,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12976,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12977,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12978,",     COLORWAYS       , , , , , , ",0
12979,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
12980,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
12981,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
12982,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
12983,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
12984,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
12985,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
12986,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
12987,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12988,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12989,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12990,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
12991,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
12992,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12993,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
12994,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12995,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12996,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
12997,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
12998,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
12999,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
13000,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13001,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
13002,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13003,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",1
13004,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13005,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13006,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13007,",     COLORWAYS       , , , , , , ",0
13008,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
13009,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
13010,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
13011,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
13012,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
13013,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
13014,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
13015,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",1
13016,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13017,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13018,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
13019,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
13020,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
13021,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
