WORD_ID,VOCAB_WORD
0,black
1,pocket
2,tape
3,zipper
4,color
5,label
6,side
7,number
8,shell
9,seam
10,slider
11,per
12,oxid
13,refer
14,fabric
15,teeth
16,ref
17,tcx
18,back
19,coil
20,left
21,x
22,tag
23,loop
24,front
25,ykk
26,hood
27,lock
28,locat
29,silver
30,pull
31,leather
32,hand
33,snap
34,right
35,suppli
36,copper
37,faux
38,adjust
39,jacket
40,hem
41,hang
42,bodi
43,nylon
44,sourc
45,anti
46,sleev
47,cm
48,print
49,cord
50,metal
51,size
52,skirt
53,polyest
54,line
55,bottom
56,flap
57,bag
58,non
59,amount
60,blue
61,elast
62,fit
63,center
64,pant
65,tab
66,jkt
67,zip
68,main
69,face
70,close
71,grey
72,woven
73,sticker
74,dark
75,corner
76,alloy
77,trim
78,vent
79,web
80,leg
81,l
82,content
83,insid
84,date
85,regular
86,twill
87,supplier
88,spi
89,connect
90,end
91,star
92,puller
93,bright
94,brass
95,soli
96,seal
97,round
98,antiqu
99,open
100,top
101,sampl
102,match
103,mesh
104,logo
105,cuff
106,collar
107,night
108,tricot
109,powder
110,dull
111,inner
112,mm
113,gaiter
114,rl
115,male
116,poli
117,wire
118,art
119,thread
120,flat
121,sheet
122,eyelet
123,drawcord
124,button
125,see
126,plastic
127,matt
128,red
129,hook
130,femal
131,broken
132,neck
133,larg
134,name
135,men
136,winter
137,wearer
138,chest
139,film
140,halti
141,washer
142,dadhr
143,luk
144,dalh
145,time
146,velcro
147,incl
148,critic
149,clip
150,set
151,lafuma
152,swivel
153,belt
154,finish
155,stopper
156,women
157,width
158,pseudo
159,white
160,waist
161,code
162,w
163,embroideri
164,clrway
165,edg
166,camo
167,xl
168,mantl
169,band
170,m
171,dwr
172,fli
173,coat
174,attach
175,placement
176,stitch
177,descript
178,nickel
179,tie
180,satin
181,sorc
182,vislon
183,taffeta
184,b
185,made
186,insul
187,auto
188,vertic
189,part
190,panel
191,outer
192,creat
193,self
194,custom
195,fulli
196,patch
197,separ
198,origin
199,detail
200,hangtag
201,closur
202,waistband
203,bind
204,revers
205,s
206,nuber
207,lower
208,way
209,corpor
210,diecast
211,plain
212,tip
213,qti
214,stretch
215,base
216,oliv
217,tbd
218,key
219,product
220,insert
221,lycra
222,emboss
223,warn
224,gray
225,die
226,storm
227,cast
228,cf
229,sml
230,design
231,block
232,qualiti
233,and
234,revis
235,pahio
236,short
237,contractor
238,soluna
239,hidden
240,panton
241,morpho
242,brush
243,target
244,fob
245,exit
246,item
247,militari
248,semi
249,denim
250,gold
251,ink
252,north
253,e
254,dfw
255,no
256,upc
257,pinneco
258,garment
259,gunmet
260,ming
261,guard
262,china
263,weight
264,chain
265,mid
266,wax
267,cap
268,shyang
269,placket
270,page
271,matter
272,price
273,heat
274,topstitch
275,tseu
276,nitro
277,biella
278,cloth
279,mmg
280,tpu
281,melang
282,green
283,deboss
284,interfac
285,xxl
286,cb
287,xs
288,intern
289,brand
290,silt
291,c
292,wipe
293,wrap
294,sketch
295,wo
296,transfer
297,pcs
298,allow
299,terri
300,gripper
301,clear
302,care
303,instruct
304,adhes
305,free
306,slate
307,style
308,velveti
309,ecoya
310,avail
311,royal
312,pass
313,shockcord
314,goggl
315,airblast
316,a
317,vietnam
318,local
319,yf
320,screen
321,leaf
322,lamin
323,head
324,proto
325,colorway
326,one
327,artwork
328,tpx
329,layer
330,length
331,keyclip
332,point
333,special
334,direct
335,harvest
336,singl
337,use
338,dragon
339,dtm
340,season
341,util
342,jungl
343,sms
344,interior
345,kensin
346,cut
347,mix
348,system
349,mtn
350,musi
351,total
352,packabl
353,fix
354,behind
355,note
356,down
357,ribbon
358,lace
359,legaci
360,necklin
361,bulk
362,rate
363,db
364,heather
365,gate
366,horizont
367,defin
368,pink
369,polyfil
370,gusset
371,summit
372,doxcp
373,powel
374,aquaguard
375,small
376,pullov
377,pfc
378,at
379,rivet
380,entri
381,burgundi
382,ht
383,slip
384,d
385,needl
386,tsgs
387,fleec
388,place
389,knit
390,upper
391,gator
392,attch
393,ho
394,paiho
395,comment
396,nightykk
397,chin
398,pearl
399,stress
400,boot
401,vendor
402,rubber
403,shoelac
404,pellon
405,should
406,unless
407,serg
408,shoulder
409,pewter
410,pack
411,avoid
412,climact
413,overdy
414,backsid
415,rang
416,bone
417,asymmetr
418,cs
419,middl
420,walnut
421,ea
422,rong
423,specif
424,i
425,antic
426,below
427,media
428,conceal
429,wei
430,around
431,welt
432,shini
433,away
434,tone
435,h
436,orang
437,rust
438,tripl
439,posit
440,brim
441,pleas
442,grommet
443,yoke
444,agenc
445,core
446,deliveri
447,hole
448,pes
449,loft
450,drop
451,stay
452,grosgrain
453,plastisol
454,low
455,tech
456,impact
457,spare
458,oxblood
459,dsbyg
460,finger
461,wide
462,swell
463,navi
464,cover
465,ride
466,polar
467,piec
468,reinforc
469,brown
470,hold
471,shang
472,last
473,big
474,metalux
475,developp
476,scott
477,yd
478,bib
479,ca
480,strap
481,accessori
482,year
483,usa
484,freedom
485,diamet
486,solid
487,ld
488,uom
489,combin
490,herringbon
491,vest
492,puffer
493,shadow
494,ia
495,lime
496,wmns
497,nightfal
498,misti
499,cotton
500,j
501,marjori
502,rn
503,index
504,track
505,guid
506,delrin
507,spandex
508,membran
509,velvet
510,wad
511,shock
512,follow
513,flag
514,full
515,micro
516,autolock
517,bombay
518,rubberref
519,wick
520,sea
521,kifco
522,knee
523,outdoorref
524,must
525,yield
526,feuill
527,oxford
528,coatsopti
529,teethykk
530,pdf
531,pu
532,pinkcandi
533,dablh
534,rib
535,doubl
536,outsid
537,ventil
538,medium
539,all
540,port
541,surfac
542,materi
543,order
544,holder
545,reflect
546,fold
547,new
548,engrav
549,ball
550,donut
551,shape
552,labelref
553,arm
554,nvisibl
555,julep
556,raco
557,post
558,box
559,napoleon
560,is
561,shank
562,photo
563,unitex
564,cabl
565,da
566,asphalt
567,barrel
568,provid
569,rip
570,weav
571,libolon
572,sued
573,market
574,pin
575,row
576,flatlock
577,kido
578,ltd
579,out
580,sa
581,slim
582,letter
583,tex
584,k
585,differ
586,roll
587,dfbw
588,pkt
589,artsheet
590,motley
591,bond
592,wr
593,planet
594,tunnel
595,wrist
596,garag
597,thick
598,sewn
599,windact
600,g
601,palcement
602,squar
603,stripe
604,gwang
605,wilson
606,defend
607,skinni
608,eclips
609,invert
610,good
611,raven
612,remov
613,to
614,cordlock
615,eider
616,need
617,snapref
618,on
619,morphoykk
620,fur
621,also
622,jersey
623,dal
624,industri
625,group
626,pm
627,ticket
628,lift
629,silder
630,psudo
631,du
632,discoveri
633,peak
634,pinkykk
635,transpar
636,tsa
637,list
638,overal
639,ocean
640,stock
641,beach
642,singtex
643,paint
644,zippernot
645,approv
646,bemi
647,touch
648,dacr
649,locker
650,spec
651,sweatshirt
652,taup
653,airpil
654,dsyg
655,slidersuppli
656,joke
657,waterproof
658,athlet
659,labelfor
660,gatier
661,topsuppli
662,snowgait
663,inform
664,mmgalpha
665,paddingloc
666,cire
667,wineykk
668,clotex
669,charg
670,asia
671,breathabl
672,lucki
673,shoe
674,hanger
675,fd
676,caf
677,water
678,of
679,for
680,expos
681,ottoman
682,factori
683,khaki
684,calvari
685,plus
686,lam
687,smooth
688,dot
689,ski
690,crotch
691,cd
692,hk
693,card
694,pavement
695,colour
696,angl
697,shenzhen
698,thin
699,eco
700,snowskirt
701,push
702,underarm
703,teal
704,seri
705,interlin
706,cargo
707,yard
708,extra
709,in
710,invis
711,jacquard
712,pine
713,five
714,problem
715,banff
716,hipster
717,eiderref
718,braid
719,inject
720,past
721,terinda
722,font
723,wine
724,synthet
725,prima
726,seat
727,breath
728,offic
729,noir
730,dusti
731,seper
732,oval
733,thigh
734,hoodi
735,graphic
736,tba
737,flower
738,textil
739,dead
740,outshel
741,foldabl
742,ice
743,resist
744,polybag
745,looker
746,dawn
747,vymj
748,li
749,pinloc
750,dae
751,finnish
752,polytricot
753,bias
754,unicolorref
755,or
756,readi
757,as
758,dennsion
759,windflap
760,applic
761,tube
762,dri
763,cleaner
764,spun
765,utx
766,maxland
767,drymaxx
768,pill
769,wing
770,damask
771,comfort
772,za
773,activ
774,sourcingto
775,stretchabl
776,smlref
777,critterflag
778,hip
779,strength
780,sage
781,morphoblu
782,orangeykk
783,camel
784,greyykk
785,wideto
786,seamtap
787,powderskirt
788,submit
789,shirt
790,sns
791,dong
792,peng
793,string
794,storag
795,suspend
796,ninja
797,junlg
798,power
799,bead
800,vintag
801,bar
802,be
803,brake
804,up
805,powernet
806,long
807,sealon
808,overlay
809,dx
810,type
811,violet
812,packag
813,fornt
814,with
815,hyperbola
816,bartack
817,caviar
818,bunge
819,blood
820,spruce
821,sw
822,contain
823,onli
824,we
825,slit
826,clean
827,wb
828,eboni
829,quilt
830,have
831,pizza
832,elastin
833,bang
834,grip
835,dress
836,over
837,pattern
838,lengthen
839,rope
840,scoop
841,sent
842,bicep
843,leash
844,armhol
845,melbourn
846,english
847,hyak
848,stone
849,pti
850,labels
851,prior
852,version
853,handwarm
854,section
855,yarn
856,laf
857,mold
858,zipnrip
859,blanket
860,er
861,earphon
862,phone
863,street
864,pvc
865,window
866,york
867,effectykk
868,develop
869,centr
870,gain
871,trimtricolordrawstr
872,moroccan
873,outlet
874,south
875,premier
876,glacier
877,anorak
878,tai
879,primaloft
880,fashion
881,jia
882,zipperelast
883,pipe
884,r
885,level
886,pkts
887,yds
888,mark
889,yj
890,smoke
891,wi
892,polyestr
893,eagl
894,silicon
895,snow
896,race
897,fw
898,pop
899,pacif
