,0,1,2,3,4,5,6,7,8,9
0,none,l1 mens jacket,none,none,none,none,none,none,none,none
1,none,season: ,none,winter 2017/2018,none,contractor: ,none,soluna,none,none
2,none,style number:,none,l1-108-17,none,date created:,none,2016-03-14 00:00:00,none,none
3,none,style name: ,none,rockefeller,none,date revised: ,none,none,none,none
4,none,fabric rating: ,none,5k/5k,none,block: ,none,l1-108-16_og_rockefeller,none,none
5,none,seam sealing: ,none,critically taped,none,fit: ,none,street,none,none
6,none,insulation: ,none,"60g ""cs"" polyfill",none,target fob: ,none,33,none,none
7,none,sample size: ,none,mens large,none,none,none,none,none,none
9,none,none,none,none,colorways,none,none,none,none,none
10,shell fabric,item,supplier/ ref number,content,black,military,none,none,none,none
11,body,microtwill sott023-2l2-i $3.75 ,none,none,black,military,none,none,none,none
12,cuff ribbing,1 x 1 polyester  ribbing ,none,none,black,black,black on both colorways,none,none,none
14,insulation,item,supplier/ ref number,content,black,military,0,0,0,0
15,"60g ""cs"" polyfill all over",none,none,none,"60g ""cs"" polyfill all over","60g ""cs"" polyfill all over",none,none,none,none
17,seam tape,item,supplier/ ref number,content,black,military,0,0,0,0
18,critically taped,none,sealon,none,critically taped,critically taped,none,none,none,none
20,lining,item,supplier/ ref number,content,black,military,0,0,0,0
21,body,solid quilted 210t,solis / ref number,none,black,black,none,none,none,none
22,"sleeves, hand pocket lining",solid 210t,solis / ref number,none,black,black,none,none,none,none
