,0,1,2,3,4,5,6,7,8,9
0,none,l1 mens jacket,none,none,none,none,none,none,none,none
1,none,season: ,none,winter 2017/2018,none,contractor: ,none,soluna,none,none
2,none,style number:,none,l1-106-17,none,date created:,none,2016-03-14 00:00:00,none,none
3,none,style name: ,none,hastings,none,date revised: ,none,2016-07-29 00:00:00,none,none
4,none,fabric rating: ,none,10k/ 10k,none,block: ,none,none,none,none
5,none,seam sealing: ,none,criticallytaped,none,fit: ,none,regular,none,none
6,none,insulation: ,none,"40g ""cs"" polyfill",none,target fob: ,none,43,none,none
7,none,sample size: ,none,mens large,none,none,none,none,none,none
9,none,none,none,none,colorways,none,none,none,none,none
10,shell fabric,item,supplier/ ref number,content,black,camo,sand / dark slate,harvest / raven,none,none
11,a,broken twill $3.70 10k/10k coat +80/10 dwr,solis,100% poly,black,x,x,harvest,none,none
12,a,pa10004 $3.00 flat face 10k/10k coat + 80/10 dwr,raco,100% poly,x,camo,sand,x,none,none
13,b,pa10004 $3.00 flat face 10k/10k coat + 80/10 dwr,raco,100% poly,black,camo,dark slate,raven,none,none
15,insulation,item,supplier/ ref number,content,black,camo,sand / dark slate,harvest / raven,0,0
16,"40g ""cs"" polyfill all over",none,none,none,"40g ""cs"" polyfill all over","40g ""cs"" polyfill all over","40g ""cs"" polyfill all over","40g ""cs"" polyfill all over",none,none
18,seam tape,item,supplier/ ref number,content,black,camo,sand / dark slate,harvest / raven,0,0
19,critically taped,width...seam tape,tsgs,none,critically taped,critically taped,critically taped,critically taped,none,none
21,lining,item,supplier/ ref number,content,black,camo,sand / dark slate,harvest / raven,0,0
22,"hood,  sleeves, chest and top entry pocket bag, front panels",solid nylon 210t,solis / ref number,none,black,black,black,black,none,none
23,black panel,solid 210t with eagle panel print,solis / ref number,none,solid black 210t with eagle print,solid black 210t with eagle print,solid black 210t with eagle print,solid black 210t with eagle print,none,none
24,front and back panels,waffle fleece,solis / ref number,none,none,none,none,none,none,none
25,lower body & powder skirt ,solid coated 210t,solis / ref number,none,black,black,black,black,none,none
26,chin & side entry pocket bags,brushed tricot,solis / ref number,none,black,black,black,black,none,none
27,underam vents,a-101 regular mesh,solis / ref number,none,black,black,black,black,none,none
28,goggle pocket,a 101 regular mesh power stretch mesh,solis / ref number,none,black,black,black,black,none,none
29,sleeve gaiter,stretch lycra,solis / ref number,none,black,black,black,black,none,none
