,0,1,2,3,4,5,6,7,8,9
0,none,l1 womens jacket,none,none,none,none,none,none,none,none
1,none,season: ,none,winter 2017/2018,none,contractor: ,none,soluna,none,none
2,none,style number:,none,l1ta-107-17,none,date created:,none,2016-03-21 00:00:00,none,none
3,none,style name: ,none,moonage,none,date revised: ,none,2016-07-29 00:00:00,none,none
4,none,fabric rating: ,none,5k/ 5k,none,block: ,none,none,none,none
5,none,seam sealing: ,none,critically taped,none,fit: ,none,street fit,none,none
6,none,insulation: ,none,"60g ""cs"" polyfill",none,target fob: ,none,33,none,none
7,none,sample size: ,none,womens small,none,none,none,none,none,none
9,none,none,none,none,colorways,none,none,none,none,none
10,shell fabric,item,supplier/ ref number,content,black,military,pink,none,none,none
11,a,micro twill 5k5k coating c6 wr $3.75,solis sott023-2l2-i,100%poly,black,military,pink,none,none,none
12,ribbing,need to source ,none,none,19-4006 tpx black,19-0515 tpx military,15-1512 tpx pink,none,none,none
14,insulation,item,supplier/ ref number,content,black,military,pink,0,0,0
15,"60 ""cs"" polyfill all over",none,none,none,"60 ""cs"" polyfill all over","60 ""cs"" polyfill all over","60 ""cs"" polyfill all over",none,none,none
17,seam tape,item,supplier/ ref number,content,black,military,pink,0,0,0
18,critically taped,none,tsgs,none,critically taped,critically taped,critically taped,none,none,none
20,lining,item,supplier/ ref number,content,black,military,pink,0,0,0
21,chin & hand pocket bags,brushed tricot,please source,none,black,black,black,none,none,none
22,body & hood,blossom print satin,solis / pr258 blossoms ,none,solis / pr258 blossoms,solis / pr258 blossoms,solis / pr258 blossoms,none,none,none
23,"sleeves , inner pocket lining, sleeve pocket lining",solid 210t,solis / sonp006-1,none,black,black,black,none,none,none
