,0,1,2,3,4,5,6,7,8,9
0,airblaster,none,none,none,none,style number: ab18mj1_032,none,none,none,none
1,none,none,none,none,none,designer:   jg,none,none,none,none
2,none,none,none,none,none,season: winter 2017/18,none,none,none,none
3,none,none,insulation:,100gm in the body hood sleeves,none,collection: freedom,none,none,none,none
4,style name:,none,seams:,critically taped,none,vendor: soluna,none,none,none,none
5,toaster jacket,none,mm rating:,none,none,none,none,none,none,none
7,none,none,highlighted = changes,none,none,none,none,none,none,none
8,none,updated: 6.8.16,none,none,none,color #1,color #2,color #3,color #4,none
9,none,material/trim,description,location,qty,vintage black,dinoflage,black,dark navy,none
10,none,none,none,none,fabrics & linings,none,none,none,none,none
11,a,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),main body,none,vintage black,n/a,black,dark navy,ab18mj1_032
12,b,shell fabric,sotd109-pr01-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),main body,none,n/a,dinoflage,n/a,n/a,ab18mj1_032
13,c,shell fabric,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),"sleeves, hood",none,black,black,oxblood,camel,ab18mj1_032
14,d,lining,210t-e emb07 tery emboss  taffeta(supplied by ecoya),"inside lining, powder skirt, pocket bag",none,black,black,black,black,ab18mj1_032
15,e,other , velvety tricot - soto048-1 (supplied by solis),"comfort chin guard, inner front pocket bag panel",none,black,black,black,black,ab18mj1_032
16,f,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, internal goggle pocket",none,black,black,black,black,ab18mj1_032
17,g,other,nylon/elastic lycra - sono029-1 (supplied by solis),powder skirt,none,black,black,black,black,ab18mj1_032
18,h,other,"1x1 rib knit,good quality arcylic/spandex",cuffs,none,black,black,black,black,ab18mj1_032
19,i,other,lycra binding tape,internal mesh pocket opening,none,black,black,black,black,ab18mj1_032
20,j,other,gripper elastic,powder skirt,none,black,black,black,black,ab18mj1_032
21,k,other,100gm insulation,"main body, hood, sleeves",none,none,none,none,none,ab18mj1_032
22,l,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,white,white,white,white,ab18mj1_032
23,m,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,white,white,white,ab18mj1_032
24,k,none,none,none,none,none,none,none,none,ab18mj1_032
25,l,none,none,none,zippers,none,none,none,none,ab18mj1_032
26,aa,zipper,"ykk no.8 vislon 2 way  zipper.  auto-lock slider da8lh, silders bottom to bottom   (right hand pull left hand insert)",c.f.,1,black,black,oxblood 097,camel 161,ab18mj1_032
27,bb,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),( 2) hand pockets,2,black,black,oxblood 097,camel 161,ab18mj1_032
28,cc,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,black,black,oxblood 097,camel 161,ab18mj1_032
29,dd,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",1 internal pocket at w.'s inside left,1,black,black,oxblood 097,camel 161,ab18mj1_032
