,material,fabric
1475,", , care label & p.o. label, , , , left side seam ",0
1476,", ,  hang tag, , , , ",0
1477,", , hang tag mix & match, , , , front zipper ",0
1478,", , hang tag low impact, , , , ",0
1479,", , hangtag lafuma corporate, , , , left side pocket",0
1480,", , hang tag climactive
, , , , insert on corporate ht",0
1481,", , hang tag pfc free, , , , ",0
1482,", , polybag, , , , ",0
1483,", , zipper vislon #7
2ways - separable- autolock, , , , front zip ",0
1484,", , zipper nylon inverted #3 
1way - non separable - non lock  - drop puller
sn31wdm, , , , billfold pocket ",0
1485,", , cord puller, , , , front opening (1)",0
1486,", , snap button 
17mm, , , , 2x top front
1x bottom front
2x cuff (only female
2x bottom pocket flap",0
1487,", , snap button invisible
17mm, , , , 3x front
5x removable hood",0
1488,", , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",0
1489,", , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",0
1490,", , embroidery  lafuma 72 mm, , , , right front / top",0
1491,", , embroidery lafuma feuille 20 mm, , , , left sleeve / top",0
1492,", ,  climactive woven fly, , , , bottom left back",0
1493,", , main label medium size, , , , neckline / centered ",0
1494,", , size woven label mmg 
men alpha/top, , , , neckline / centered ",0
1495,", , care label & p.o. label, , , , left side seam ",0
1496,", ,  hang tag, , , , ",0
1497,", , hangtag lafuma corporate, , , , attach on left side pocket",0
1498,", , hang tag climactive
, , , , insert on corporate ht",0
1499,", , hang tag pfc free, , , , ",0
1500,", , polybag, , , , for garment packing ",0
1501,", , , , , , hang tags",0
1502,", , shell 1
pfm0025u87 3l, , , , full garment",1
1503,", , full seam tape, , , , full seam tape",1
1504,", , non woven
, , , , flaps + embroideries backside",1
1505,", , zipper delrin # 5
1way - separable - autolock
sd51ma.rt, , , , front zip",0
1506,", , zipper delrin # 5
1way - non separable - non lock
sd51ma.rt, , , , 2x pocket zipper",0
1507,", , zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4, , , , 1x jacket connection",0
1508,", , cord puller, , , , 1x front zipper",0
1509,", , 17mm flat metal snap  
(male & female parts), , , , 2x cuff tab
1x chest pocket flap",0
1510,", , 17mm flat metal snap  
(male part), , , , 2x bottom sleeve",0
1511,", , 10mm metal eyelet, , , , 4x front hood adjustment
2x bottom adjustement",0
1512,", , cord stopper 20mm, , , , 1x bottom adjustment",0
1513,", , small cord stopper 20mm, , , , 2x front hood adjustment",0
1514,", , plastic pearl, , , , 2x front hood adjustment",0
1515,", , 2,5mm elastic cord , , , , 1x bottom adjustment",0
1516,", , 5mm polyester webbing , , , , 2x bottom adjustement to hold stopper and cord",0
1517,", , 12mm nylon webbing , , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",0
1518,", , 8mm plastic snap, , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",0
1519,", , embroidery lafuma 72mm, , , , right top front",0
1520,", , embroidery leaf 20mm, , , , left top sleeve ",0
1521,", , climactive labels
, , , , left side seam ",0
1522,", , main labels
, , , , neckline / centered ",0
1523,", , size woven label mmg 
men alpha/top, , , , neckline / centered ",0
1524,", , care label & p.o. label, , , , left side seam ",0
1525,", ,  hang tag, , , , ",0
1526,", , hang tag mix & match, , , , front zipper ",0
1527,", , hang tag low impact, , , , ",0
1528,", , hangtag lafuma corporate, , , , left side pocket",0
1529,", , hang tag climactive
, , , , insert on corporate ht",0
1530,", , hang tag pfc free, , , , ",0
1531,", , polybag, , , , ",0
1532,", , shell 1
pfm0025u87 3l, , , , full garment",1
1533,", , full seam tape, , , , full seam tape",1
1534,", , non woven
, , , , flaps + embroideries backside",1
1535,", , shell 2
pr20 nylon fd (bulk), , , , top yoke, front & back + lining",1
1536,", , shell 3
pr21, , , , sleeve + bottom body",1
1537,", , insulation 
padding pk80g, , , , body + sleeves + collar",1
1538,", , zipper delrin # 5
1way - separable - autolock
sd51ma.rt, , , , front zip",0
1539,", , zipper delrin # 5
1way - non separable - non lock
sd51ma.rt, , , , 2x pocket zipper",0
1540,", , zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4, , , , 1x jacket connection",0
1541,", , cord puller, , , , 1x front zipper",0
1542,", , 17mm flat metal snap  
(male & female parts), , , , 2x cuff tab
1x chest pocket flap",0
1543,", , 17mm flat metal snap  
(male part), , , , 2x bottom sleeve",0
1544,", , 10mm metal eyelet, , , , 4x front hood adjustment
2x bottom adjustement",0
1545,", , 2,5mm elastic cord , , , , 1x bottom adjustment
1x front hood adjustment",0
1546,", , cord stopper 20mm, , , , 1x bottom adjustment",0
1547,", , small cord stopper 20mm, , , , 2x front hood adjustment",0
1548,", , plastic pearl, , , , 2x front hood adjustment",0
1549,", , 5mm polyester webbing , , , , 2x bottom adjustement to hold stopper and cord",0
1550,", , 12mm nylon webbing , , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",0
1551,", , 8mm plastic snap, , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",0
1552,", , zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4, , , , front zip",0
1553,", , lycra binding 10mm folded, , , , bottom sleeve",0
1554,", , webbing 5mm, , , , 1x back neckline (jkt connection)
2x 4cm from bottom sleeve ( jkt connection)",0
1555,", , embroidery lafuma 72mm, , , , right top front
outer jacket",0
1556,", , embroidery leaf 20mm, , , , left top sleeve 
outer jacket",0
1557,", , climactive labels
, , , , left side seam ",0
1558,", , woven label
, , , , on the left pocket
refer to the lining page",0
1559,", , size woven label mmg 
men alpha/top, , , , neckline / centered ",0
1560,", , care label & p.o. label, , , , left side seam ",0
1561,", , main label
, , , , neckline / centered ",0
1562,", , size woven label mmg 
men alpha/top, , , , neckline / centered ",0
1563,", , care label & p.o. label, , , , left side seam ",0
1564,", ,  hang tag, , , , ",0
1565,", , hang tag mix & match, , , , front zipper ",0
1566,", , hang tag low impact, , , , ",0
1567,", , hangtag lafuma corporate, , , , left side pocket",0
1568,", , hang tag climactive
, , , , insert on corporate ht",0
1569,", , hang tag pfc free, , , , ",0
1570,", , polybag, , , , ",0
1571,", , shell 1 -
 dt-1598, , , , full garment ",1
1572,", , cotton touch, , , , bottom, sleeve, collar facing",1
1573,", , brushed tricot, , , , pocket bag",1
1574,", , non woven
, , , , embroideries backside",1
1575,", , #8 matellic plastic zipper, open end, right insert, autolock slider with dalh puller in enamel, , , , 1x front zip",0
1576,", , zipper reversed # 5
1 way -  non separable - non lock, , , , 2x hands pockets",0
1577,", , cord puller, , , , 1x front zip",0
1578,", , cotton herringbone twill tape 12mm, , , , 1x neckline finishing",0
1579,", , marking, , , , ",0
1580,", , embroidery lafuma 72x13mm, , , , right top front",0
1581,", , embroidery leaf 20mm, , , , left top sleeve",0
1582,", , main label medium size, , , , neckline / centered ",0
1583,", , size woven label mmg 
men alpha/top, , , , neckline / centered ",0
1584,", , woven label windactive, , , , left side seam ",0
1585,", , care label & p.o. label, , , , left side seam ",0
1586,", , hang tag low impact, , , , ",0
1587,", , hangtag lafuma corporate, , , , left side pocket",0
1588,", , hangtag lafuma windactive , , , , inserted inside corporate hangtag
",0
1589,", , hang tag pfc free, , , , ",0
1590,", , polybag, , , , ",0
1591,", , shell 1
6302 5k/5k, , , , shell1",1
1592,", , nylon 210 t
, , , , sleeve
hood",1
1593,", , mesh lining, , , , body lining",1
1594,", , brushed tricot, , , , pocket bags
storm flap",1
1595,", , seam tape  ( local sourcing)
, , , , all seam ( fully seam taped jkt)",1
1596,", , non woven ( local sourcing)
, , , , flaps + embroideries backside",1
1597,", , shell 2
pr20 nylon fd (bulk)
, , , , inner jkt",1
1598,", , nylon 210 t ( local sourcing), , , , sleeves
pockets lining ",1
1599,", , lining
brush tricot  ( local sourcing)
ref: am1378 asia fit, , , , body lining",1
1600,", , insulation 
primaloft black eco 100 grs
, , , , body & sleeve",1
1601,", , zipper nylon # 5 - waterproof
1way - separable - autolock cro-56 mwp-ydt 066 dalh, , , , front zip",0
1602,", , zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , zipper on lining / 3in1 system",0
1603,", , zipper reverse # 5
1way - non separable - non lock
sn52max, , , , 2x hands pockets 
1x chest pocket",0
1604,", , cord puller, , , , 1 x front opening
2 x front pockets
1x chest pocket",0
1605,", , 2,5 mm elastic cord , , , , bottom adjustment  (1)
hood adjustment (1)",0
1606,", , mmg cord stopper 
20mm+slit, , , , bottom adjustment  (1)
hood adjustment (2)",0
1607,", , plastic pearl, , , , hood adjustment (2)",0
1608,", , 10mm metal eyelet, , , , bottom adjustment  (2)
hood adjustment (4)",0
1609,", , 5mm nylon webbing , , , , bottom adjustment  (2)
hood adjustment (2)",0
1610,", , 12mm nylon webbing , , , , jkt connection ",0
1611,", , 8mm plastic snap, , , , jkt connection ",0
1612,", , velcro male ( rounded corner) 10x60mm, , , , 3x collar flap (storage hood on collar)",0
1613,", , velcro female  ( rounded corner) 10x60mm, , , , 3x collar
3x bottom back hood (storage hood on collar)",0
1614,", , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  hood",0
1615,", , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment flap
on  hood",0
1616,", , velcro female ( rounded corner)
20x80mm, , , ,  cuff adjustment
on  garment  ",0
1617,", , velcro male ( rounded corner)
20x60mm, , , ,  cuff adjustment
on  flap ",0
1618,", , , , , , designation",0
1619,", , zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",0
1620,", , 5mm webbing , , , , jkt connection",0
1621,", , elastic binding total width 20mm, , , , bottom hem
cuff hem",0
1622,", , embroidery  lafuma 60 mm, , , , right front / top",0
1623,", , embroidery lafuma feuille 20 mm, , , , left sleeve / top",0
1624,", ,  climactive woven fly, , , , bottom left back",0
1625,", , embroidery  lafuma 60 mm, , , , right front / top",0
1626,", , embroidery lafuma feuille 20 mm, , , , left sleeve / top",0
1627,", , insulation 
primaloft black eco 100 grs
, , , , right side seam / inside jkt",0
1628,", , main label medium size, , , , neckline / centered ",0
1629,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1630,", , care label & p.o. label, , , , left side seam ",0
1631,", , main label medium size, , , , neckline / centered ",0
1632,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1633,", , care label & p.o. label, , , , left side seam ",0
1634,", , hang tag mix & match, , , , front zipper",0
1635,", , hang tag low impact, , , , ",0
1636,", , hangtag lafuma corporate, , , , left side pocket",0
1637,", , hang tag climactive, , , , refer artwork for position ",0
1638,", , hang tag"" primaloft"" black eco , , , , ",0
1639,", , hang tag pfc free, , , , ",0
1640,", , polybag, , , , ",1
1641,", , shell 1
6302 5k/5k, , , , shell 1",1
1642,", , nylon 210 t
, , , , front
sleeves
hood",1
1643,", , mesh lining, , , , back",1
1644,", , brushed tricot, , , , pocket bags
chin protection",1
1645,", , seam tape  ( local sourcing)
, , , , full",0
1646,", , non woven ( local sourcing)
, , , , flaps + embroideries backside",1
1647,", , inverted coil #5
1way - separable- autolock
sn51ma.rt, , , , front zip ",0
1648,", , inverted coil #5
1way-  non separable - non lock
sn52max 
, , , , hands pockets ",0
1649,", , zipper vislon # 3 - left insert
- 1way - separable - autolock
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , inside jkt / 3in1 system",0
1650,", , inverted coil  #3 
non separable - non lock - drop puller
sn31wdm , , , , inner pocket ",0
1651,", , cord puller, , , , front zipper 1x
hand pockets 2x",0
1652,", , 12mm flat metal snap  
(male & female) 5 (nvisible), , , , front opening
",0
1653,", , 12mm nylon webbing , , , , jkt connection 
neckline  (1)
sleeves connection(2)",0
1654,", , 8mm plastic snap, , , , jkt connection 
neckline  (1)
sleeves connection(2)",0
1655,", , 2,5 mm elastic cord , , , , bottom adjustment (1)
hood adjustment ( 1)",0
1656,", , mmg cord stopper 20mm
+ slit 
, , , , bottom adjustment  (1)
hood adjustment ( 2)",0
1657,", , plastic pearl, , , , hood adjustment  (2)",0
1658,", , 10mm metal eyelet, , , , hood adjustment (4)
bottom adjustement (2)",0
1659,", , 5mm nylon webbing , , , , bottom adjustment  (1)
hood adjustment (2)",0
1660,", , velcro female (rounded corner)
12x60mm, , , , hood (3)
collar (3)",0
1661,", , velcro male (rounded corner)
12x60mm, , , , collar flap (3)",0
1662,", , velcro female ( rounded corner)
20x80mm, , , ,  cuff adjustment
on  garment  ",0
1663,", , velcro male ( rounded corner)
20x60mm, , , ,  cuff adjustment
on  flap ",0
1664,", , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",0
1665,", , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",0
1666,", , bourdon stitching, , , , top pocket / along seam",0
1667,", , embroidery  lafuma 60mm, , , , right front / top",0
1668,", , embroidery lafuma feuille 20 mm, , , , left sleeve / top",0
1669,", ,  climactive woven fly, , , , bottom left back",0
1670,", , main label medium size, , , , neckline / centered ",0
1671,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1672,", , care label & p.o. label, , , , left side seam ",0
1673,", , hang tag mix & match, , , , front zipper",0
1674,", , hang tag low impact, , , , refer artwork for position ",0
1675,", , hangtag lafuma corporate, , , , left side pocket",0
1676,", , hang tag climactive, , , , refer artwork for position ",0
1677,", , hang tag pfc free, , , , back of corporate ht",0
1678,", , polybag, , , , for garment packing ",0
1679,", , shell 1
pfm0025v4 3l, , , , outer jkt
+ pocket bag",1
1680,", , full seam tape, , , , full seam tape",1
1681,", , non woven, , , , flaps + embroideries backside",1
1682,", , shell 2
pr20 nylon fd (bulk), , , , inner jacket",1
1683,", , shell 2
pr20 nylon fd (bulk), , , , inner jacket lining",1
1684,", , non woven, , , , flaps + embroideries backside",1
1685,", , fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd, , , , front hood ",1
1686,", , insulation 
padding sk2 quality 120g, , , , body",1
1687,", , insulation 
padding sk2 quality 80g, , , , sleeve - hodd",1
1688,", , zipper delrin # 5
2ways - separable - autolock
sd51ma.rt, , , , front zip",0
1689,", , zipper delrin # 3 (left insert)
1way - separable- autolock
sd31ma.rt
, , , , inside jacket / 3in1 system",0
1690,", , cord puller, , , , 1x front zipper",0
1691,", , 12mm flat metal snap - invisible
(female & male part), , , , 6x front opening
2x cuff adjustement
2x pocket",0
1692,", , 12mm flat metal snap  
(male part), , , , 2x cuff adjustement
",0
1693,", , 12mm flat metal snap  
(female part), , , , jkt connection 
1x inside middle hood
(refer to hood detail page)",0
1694,", , invisible plastic snap button , , , , jkt connection 
1x back neckline webbing
2x bottom sleeve webbing",0
1695,", , webbing 10mm width, , , , jkt connection 
1x back neckline
2x bottom sleeve ",0
1696,", , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",0
1697,", , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",0
1698,", , zipper delrin #3 (right insert)
1 way-separable-autolock - reversible puller
sd31maxr8, , , , front zip",0
1699,", , mmg webbing 5mm, , , , 1x back neckline
2x bottom sleeve",0
1700,", , 10mm elastic, , , , bottom sleeve",0
1701,", , 12mm flat metal snap  
(male part), , , , jkt connection 
1x under middle hood
(refer to the sketches)",0
1702,", , embroidery lafuma 60mm, , , , right top front / 
outer jkt",0
1703,", , embroidery leaf 20mm, , , , center on top sleeve / 
outer jkt",0
1704,", , woven label climactive, , , , left bottom side",0
1705,", , embroidery lafuma 60mm, , , , right top front / 
inner jkt",0
1706,", , embroidery leaf 20mm, , , , center on top sleeve / 
inner jkt",0
1707,", , main woven label big size, , , ,  on pocket",0
1708,", , size woven label mmg 
alpha women /top, , , , on the left pocket
refer to the lining page",0
1709,", , care label & p.o. label, , , , left side seam ",0
1710,", , woven label
, , , , neckline / centered 
",0
1711,", , size woven label mmg 
alpha women /top, , , , neckline / centered 
inner jacket",0
1712,", , care label & p.o. label, , , , left side seam 
inner jacket",0
1713,", , hang tag low impact, , , , ",0
1714,", , hangtag lafuma corporate, , , , front zipper",0
1715,", , hang tag climactive
, , , , inside corporate ht",0
1716,", , hang tag pfc free, , , , ",0
1717,", , polybag, , , , ",0
1718,", , shell 1 
06302 5k/5k, , , , outer jacket",1
1719,", , shell 3
highloft fleece ca491, , , , hood lining",1
1720,", , fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd, , , , front hood",1
1721,", , nylon 210 t
, , , , body + sleeves + pockets lining ",1
1722,", , seam tape critical, , , , collar + hood + shoulder + armhole",0
1723,", , non woven
, , , , collar + flaps + embroideries backside",1
1724,", , shell 2
8093 ldf3, , , , inner jacket",1
1725,", , shell 2
8093 ldf3, , , , inner jacket lining",1
1726,", , insulation 
padding pk80 - weight 150g, , , , body",1
1727,", , insulation 
padding pk80 - weight 100g, , , , sleeves + collar",1
1728,", , zipper delrin # 5
2ways - separable - autolock
sd51ma.rt, , , , front zip",0
1729,", , zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , inside jacket / 3in1 system",0
1730,", , zipper inverted coil #5
1way - non separable - non lock 
sn52max, , , , 2x front pocket",0
1731,", , zipper inverted coil #3  
1way - non separable - non lock 
sn31wdm, , , , security pocket",0
1732,", , cord puller, , , , 1x front zipper",0
1733,", , 12mm flat metal snap - invisible
(female & male part), , , , 6x front opening
5x bottom hood +  collar flap
2x cuff adjustement
5x removable fake fur on front hood",0
1734,", , 12mm flat metal snap  
(female part), , , , 
1x middle collar top flap
",0
1735,", , 12mm flat metal snap  
(male part), , , , 2x cuff adjustement",0
1736,", , velcro female 20mm width
(rounded corner), , , , 1x back hood
",0
1737,", , velcro male 20mm width
(rounded corner), , , , 1x back hood flap
",0
1738,", , 12mm nylon webbing , , , , jkt connection 
1x inside back neckline
2x inside bottom sleeve",0
1739,", , 8mm plastic snap, , , , jkt connection 
inside back neckline webbing
inside bottom sleeve webbing",0
1740,", , , , , , designation",0
1741,", , zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",0
1742,", , mmg webbing 5mm width, , , , 1x back neckline
2x bottom sleeve",0
1743,", , 10mm elastic, , , , bottom sleeve",0
1744,", , embroidery lafuma 60mm, , , , right top front / 
outer jkt",0
1745,", , embroidery leaf 20mm, , , , left top sleeve / 
outer jkt",0
1746,", , embroidery lafuma 60mm, , , , right top front / 
inner jkt",0
1747,", , embroidery leaf 20mm, , , , left top sleeve / 
inner jkt",0
1748,", , woven label
, , , , neckline / centered ",0
1749,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1750,", , care label & p.o. label, , , , left side seam ",0
1751,", , woven label climactive
, , , , left side seam ",0
1752,", , woven label
, , , , neckline / centered 
",0
1753,", , size woven label mmg 
alpha women /top, , , , neckline / centered 
inner jacket",0
1754,", , care label & p.o. label, , , , left side seam 
inner jacket",0
1755,", ,  hang tag, , , , ",0
1756,", , hang tag mix & match, , , , front zipper ",0
1757,", , hangtag lafuma corporate, , , , left side pocket",0
1758,", , hang tag climactive
, , , , insert on corporate ht",0
1759,", , hang tag pfc free, , , , ",0
1760,", , polybag, , , , ",0
1761,", , shell 1
pfm0025v4 3l, , , , outer jkt
+ pocket bag",1
1762,", , full seam tape, , , , full seam tape",0
1763,", , non woven, , , , flaps + embroideries backside",1
1764,", , shell 2
pr21, , , , inner jacket",1
1765,", , shell 3
pr20 nylon fd (bulk), , , , top & back yoke",1
1766,", , taffeta 210t, , , , sleeve lining",1
1767,", , brushed tricot, , , , pocket bag",1
1768,", , non woven, , , , flaps + embroideries backside",1
1769,", , zipper delrin # 5
1way - separable - autolock
sd51ma.rt, , , , front zip",0
1770,", , zipper vislon # 3 - 1way - separable - left insert
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , inside jacket / 3in1 system",0
1771,", , cord puller, , , , 1x front zipper",0
1772,", , 12mm flat metal snap - invisible
(female & male part), , , , 5x front opening
2x cuff adjustement
2x pocket",0
1773,", , 12mm flat metal snap  
(male part), , , , 2x cuff adjustement
",0
1774,", , invisible plastic snap button , , , , jkt connection patch on webbing
1x back neckline webbing
2x bottom sleeve webbing",0
1775,", , webbing 10mm width, , , , jkt connection 
1x back neckline
2x bottom sleeve ",0
1776,", , 2,5 mm elastic cord string, , , , front hood adjustment ",0
1777,", , mmg cord stopper
20mm+slit, , , , front hood adjustment ",0
1778,", , plastic pearl, , , , front hood adjustment ",0
1779,", , 10mm metal eyelet, , , , front hood adjustment ",0
1780,", , webbing 5mm, , , , front hood adjustment to hold cord stopper",0
1781,", , zipper vislon # 3 - 1way - separable - reversible puller - right insert
vsor-38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",0
1782,", , mmg webbing 5mm width, , , , 1x back neckline
2x bottom sleeve",0
1783,", , embroidery lafuma 60mm, , , , right top front / 
outer jkt",0
1784,", , embroidery leaf 20mm, , , , center on top sleeve / 
outer jkt",0
1785,", , woven label climactive, , , , left bottom side",0
1786,", , woven label
, , , , on the left pocket
refer to the lining page",0
1787,", , size woven label mmg 
alpha women /top, , , , on the left pocket
refer to the lining page",0
1788,", , care label & p.o. label, , , , left side seam ",0
1789,", , main label
, , , , neckline / centered 
inner jacket",0
1790,", , size woven label mmg 
alpha women /top, , , , neckline / centered 
inner jacket",0
1791,", , care label & p.o. label, , , , left side seam 
inner jacket",0
1792,", , hang tag mix & match, , , , front zipper ",0
1793,", , hang tag low impact, , , , ",0
1794,", , hangtag lafuma corporate, , , , refer artwork for position ",0
1795,", , hang tag climactive
, , , , refer artwork for position ",0
1796,", , hang tag pfc free, , , , ",0
1797,", , polybag, , , , ",0
1798,", , shell 1 -
sms order dt-989
bulk order dt-1598, , , , body",1
1799,", , cotton touch fabric, , , , under front flap
bottom body + sleeves
hood finishing",1
1800,", , polyester mesh
, , , , pocket bag",1
1801,", , non woven
, , , , embroideries backside
+storm flap",1
1802,", , zipper reversed # 5
1 way - separable - autolock, , , , 1x front zip",0
1803,", , zipper reversed # 5
1 way -  non separable - non lock, , , , 2x hands pocket ",0
1804,", , cord puller, , , , 1x front zipper",0
1805,", , 8mm metal eyelet, , , , 2x waist adjustment",0
1806,", , cotton herringbone twill tape 12mm, , , , 1x hood finishing",0
1807,", , drawstring 12 mm width + plastic tips, , , , 1x waist adjustement",0
1808,", ,  embroidery lafuma 60mm, , , , right top front",0
1809,", , embroidery leaf 20mm, , , , left top sleeve",0
1810,", , woven label windactive, , , , bottom left back",0
1811,", , lafuma labels
, , , , neckline / centered ",0
1812,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1813,", , care label & p.o. label, , , , left side seam ",0
1814,", ,  hang tag, , , , ",0
1815,", , hang tag low impact, , , , ",0
1816,", , hangtag lafuma corporate, , , , left side pocket zipper",0
1817,", , hangtag lafuma windactive , , , , insert on corporate hang tag ",0
1818,", , hang tag pfc free, , , , ",0
1819,", , polybag, , , , ",0
1820,", , shell 1
dt-1598, , , , body",1
1821,", , cotton touch fabric, , , , full storm flap
bottom, bottom sleeves & hood finishing",1
1822,", , polyester mesh
, , , , pocket bag",1
1823,", , non woven
, , , , embroideries backside
+storm flap",1
1824,", , zipper vislon # 5 
1way - separable - autolock
, , , , 1x front zip",0
1825,", , zipper invisible #3
1way - non separable - non lock  - drop puller
sn31wma, , , , 2x hands pocket ",0
1826,", , cord puller, , , , 1x front zipper",0
1827,", , marking, , , , ",0
1828,", ,  embroidery lafuma 60mm, , , , right top front",0
1829,", , embroidery leaf 20mm, , , , left top sleeve",0
1830,", , labels, , , , ",0
1831,", , woven label windactive, , , , bottom left back",0
1832,", , lafuma labels
, , , , neckline / centered ",0
1833,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1834,", , care label & p.o. label, , , , left side seam ",0
1835,", ,  hang tag, , , , ",0
1836,", , hang tag low impact, , , , ",0
1837,", , hangtag lafuma corporate, , , , left side pocket zipper",0
1838,", , hangtag lafuma windactive , , , , insert on corporate hang tag ",0
1839,", , hang tag pfc free, , , , ",0
1840,", , polybag, , , , ",1
1841,", , delrin zipper #5
1 way  - separable - auto-lock
sd51ma.rt, , , , front zip",0
1842,", , zipper vislon # 3 - 1way - separable - left insert
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , front zip (inside jkt)
 / 3in1 system",0
1843,", , nylon zipper inverted #5
1 way  - non separable - non lock
sn52max, , , , hands pockets under flap",0
1844,", , cord puller, , , , front opening (1)",0
1845,", , 12mm flat metal snap  
(male & female)
invisible, , , , 5x front opening 
2x cuff
5x hood + collar",0
1846,", , 12mm flat metal snap  
male part, , , , 2x cuff",0
1847,", , 12mm flat metal snap  
female part, , , , 3x top collar",0
1848,", , 2,5mm elastic cord , , , , waist adjustment  inside pkt (1)
hood adjustment (1)",0
1849,", , mmg cord stopper
20mm+slit, , , , waist adjustment  inside pkt (2)
hood adjustment (2)",0
1850,", , plastic pearl, , , , waist adjustment  inside pkt (2) 
hood adjustment (2)",0
1851,", , 10mm metal eyelet, , , , hood adjustment (4)
waist adjustment  inside pkt (4)",0
1852,", , 5mm polyester webbing , , , , waist adjustment  (2)
hood adjustment (2)",0
1853,", , 12mm nylon webbing , , , , jkt connection 
bottom sleeve (2)
back neckline (1)",1
1854,", , 10mm plastic snap, , , , jkt connection 
bottom sleeve (2)
back neckline (1)",1
1855,", , velcro female ( rounded corner) velvet
20x100mm, , , , back hood adjustment
on  garment  ",1
1856,", , velcro male ( rounded corner) hook
20x60mm, , , , back hood adjustment 
on  flap ",1
1857,", , zipper vislon # 3 - 1way - separable - reversible puller - right insert
vsor-38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",0
1858,", , mmg webbing 5mm width, , , , jkt connection",0
1859,", , embroidery  lafuma 60 mm, , , , right front / top",0
1860,", , embroidery lafuma feuille 20 mm, , , , left sleeve / top",0
1861,", , woven label climactive, , , , insert in left side seam
7cm from bottom finish edge",0
1862,", , woven label
, , , , neckline / centered ",0
1863,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1864,", , care label & p.o. label, , , , left side seam ",0
1865,", , printed tape 5mm, , , , neckline / centered ",0
1866,", , size woven label mmg 
alpha women /top, , , , neckline / centered ",0
1867,", , care label & p.o. label, , , , left side seam ",0
1868,", , hang tag mix & match, , , , front zipper",0
1869,", , hangtag lafuma corporate, , , , left pocket zipper",0
1870,", , hang tag climactive, , , , insert inside corporate ht",0
1871,", , hang tag pfc free, , , , ",0
1872,", , polybag, , , , ",0
1873,", , shell 1
06302 5k/5k libolon, , , , body
",1
1874,", , taffetas lining 210 t ( local sourcing), , , , body
sleeves
hood
pocket bags",1
1875,", , seam tape  ( local sourcing), , , , critical (shoulders, hood, neckline, armhole)",0
1876,", , non woven ( local sourcing), , , , flaps + embroideries backside",1
1877,", , shell 2
e3400 asia pacific, , , , inner jkt  
",1
1878,", , taffetas lining 210 t ( local sourcing), , , , inside sleeves  ",1
1879,", , non woven ( local sourcing), , , , embroideries backside",1
1880,", , mesh ( local sourcing), , , , pockets bags",1
1881,", , zipper vislon # 8 - 
1way - separable- autolock
vs0-v-86 dalh, , , , front zip ",0
1882,", , inverted coil #5 - 
1way- non separable -non lock
sn52max, , , , hands pockets ",0
1883,", , zipper vislon #5 - left insert
 1way - separable - autolock
vsor-56 da86 e p14 kensin musi n-anti newkob4, , , , connected zipper on lining",0
1884,", , inverted coil #3 - 1way - 
non separable - non lock - drop puller
sn31wdm , , , , inner pocket ",0
1885,", , cord puller, , , , front opening (1)",0
1886,", , 12mm flat metal snap  
(male & female) 5 (nvisible), , , , hood & collar (4)",0
