,0,1,2,3,4,5,6,7,8,9
0,airblaster,none,none,none,none,style number: ab17mv1_015,none,none,none,none
1,none,none,none,none,none,designer:   jg,none,none,none,none
2,none,none,none,none,none,season: winter 2016/17,none,none,none,none
3,none,none,insulation:,100g,none,collection: s.layer,none,none,none,none
4,style name:,none,seams:,none,none,vendor: soluna,none,none,none,none
5,bear vest,none,mm rating:,none,none,none,none,none,none,none
7,none,none,highlighted = changes,none,none,none,none,none,none,none
8,none,updated: 9.10.15,none,none,none,color #1,color #2,color #3,color #4,color #5
9,none,material/trim,description,location,qty,black wax,camel wax,soviet grey wax,vintage blue wax,see see collab
10,none,none,none,none,fabrics & linings,none,none,none,none,none
11,a,shell fabric,sotp069-q03-ah 100% polyester wax coating tpu membrane (supplied by solis),"main body, pockets",none,black wax,camel wax,soviet grey wax,vintage blue wax,black wax
12,b,lining,emb07 taffeta emboss (supplied by ecoya),inside lining pocket bag,none,black,black,black,black,black
13,c,other,rin knit,collar,none,black,black,black,black,black
15,none,none,none,none,trims,none,none,none,none,none
16,aa,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)", (4)c.f.,4,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass
17,bb,main label,abwv_84 s.layer main label,"inside c.b. neck, see q/a for placement",1,cream/black,cream/black,cream/black,cream/black,cream/black
18,cc,size label,abwv_69 inside joke label,sewn in and centered below main label,1,black/cream,black/cream,black/cream,black/cream,black/cream
19,dd,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,black,black,black,black
20,ee,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,black/cream,black/cream,black/cream,black/cream,black/cream
21,ff,branding,see see patch,"left chest, see placement page for detail",1,n/a,n/a,n/a,n/a,black/white
22,gg,branding,abwv_76 glacier seam label,"left pocket, see placement page for detail",1,black/cream,black/cream,black/cream,black/cream,black/cream
24,none,none,none,none,hangtags/packaging,none,none,none,none,none
25,ii,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,tbd
26,jj,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,tbd
27,kk,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,clear,clear,clear,clear
28,ll,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,tbd,tbd,tbd,tbd
29,mm,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,tbd,tbd,tbd,tbd
31,special instructions:,none,none,none,none,none,none,none,none,none
32,1,stitching:,"top stitch 1/16"", serge all linings, single needle",none,none,none,none,none,none,none
33,2,stitches per inch:,8-10,none,none,none,none,none,none,none
34,3,zipper direction:,"cf has right hand slider, pocket zippers close down, vents zips close down",none,none,none,none,none,none,none
35,4,bartack:,at stress points,none,none,none,none,none,none,none
36,5,heat cut:,"elastic, webbing, taffeta",none,none,none,none,none,none,none
37,6,grommets/snaps:,should have pellon backing,none,none,none,none,none,none,none
38,7,thread color:,"matches fabric color, unless noted above",none,none,none,none,none,none,none
