,0,1,2,3,4,5,6,7,8,9
0,nitro womens jacket,none,none,none,none,none,none,sample size small / xs-l,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,none,none,none
2,style number:,none,w18-104,none,none,date created:,none,2017-04-10 00:00:00,none,none
3,style name:,none,cirque,none,none,date revised:,none,none,none,none
4,waterproof/breathability:,none,15k/15k,none,none,block:,none,0,none,none
5,seam sealing:,none,critically seam sealed,none,none,fit:,none,none,none,none
6,insulation:,none,60g insulation all over,none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,none
10,none,lucky / c3170045-x melange*2l ,"""s""",none,color,none,none,none,none,none
11,none,w+ wnp122-bj45r4 2l,"""c1"" (hand pocket flaps) (cuff tabs)",none,color,none,none,none,none,none
12,none,"faux shearling fleece
#4kf0300 / contact rebecca siu 
rebecca@texfactor.com
texfactor textiles ltd/ 
yiyibai e-commerce ltd
unit 2211, 22/f., oriental plaza, 
1072 jian she road, 
luo hu district, shenzhen, china
tel: 0755-25560013
mobile: 852-6195 2077
http://www.texfactor.com",hood fur,none,"faux shearling fleec
#4kf0300
",none,none,none,none,none
14,insulation,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
15,none,60g pinneco mantle-b-060-152,all over,none,60g,none,none,none,none,none
17,seam tape,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
18,seam tape,tsgs,critically taped,none,critically taped,none,none,none,none,none
20,lining,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
21,solid 210t ,solis / sonp006-1,hood,100% nylon,color,none,none,none,none,none
22,solid 210t ,solis / sonp006-1,main body,100% nylon,color,none,none,none,none,none
23,solid 210t ,solis / sonp006-1,sleeves,100% nylon,color,none,none,none,none,none
24,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,color,none,none,none,none,none
25,solid coated 210t,solis / sonp006-pu03,lower body & powder skirt,100% polyester,color,none,none,none,none,none
26,brushed tricot,supplier / ref code,hand pocket bags,100% polyester,color,none,none,none,none,none
27,brushed tricot,supplier / ref code,chin guard,100% polyester,color,none,none,none,none,none
28,power stretch mesh ,supplier / ref code,underarm vents,100% polyester,color,none,none,none,none,none
29,power stretch mesh ,supplier / ref code,goggle pocket,100% polyester,color,none,none,none,none,none
30,lycra,supplier / ref code,sleeve gaiters,content,color,none,none,none,none,none
