,0,1,2,3,4,5,6,7,8,9
0,l1 mens pant,none,none,none,none,sample size large / xs-xxl,none,none,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,l1-207-18,none,none,date created:,none,2017-03-13 00:00:00,none,none
3,style name:,none,straight standard,none,none,date revised:,none,2017-04-04 00:00:00,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,0,none,none
5,seam sealing:,none,critically seam sealed,none,none,fit:,none,"regular fit, straight from knee down",none,none
6,insulation:,none,non insulated,none,none,target fob:,none,30,none,none
8,zippers,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
9, #5 coil zipper,ykk / 1-way semi auto locking dalh,fly ,1,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,none
10, #5 coil zipper,non ykk / 1-way non locking / dadhr diecast wire,back right pocket,1,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,none
11, #5 coil zipper,non ykk / 1-way non locking / dadhr diecast wire,hem gusset ,1 per side = 2,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,none
13,additional zipper pulls,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
14, 11nt-045 / self fabric pull ,factory made,back right pocket,1,match to shell,match to shell,match to shell,match to shell,match to shell,none
16,branded trims,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
17,"l1-2018-trim-021
l1 donut post shank
black alloy
al023",luks,front waist band,1,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none
18,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023",luks,right hand pocket (2) right hand coin pocket (1) left hand pocket top (1) back left pocket (2),6,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none
19,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023",luks,left hand pocket bottom edge,1,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none
20,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",please source,back right waist band,1,black faux leather,black faux leather,black faux leather,black faux leather,black faux leather,none
21,"l1-2018-trim-026
l1 faux leather patch 
black",please source,back left knee,1,black faux leather,black faux leather,black faux leather,black faux leather,black faux leather,none
22,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",please source,hem front left leg,1,match to shell,match to shell,match to shell,match to shell,match to shell,none
24,trims,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
25,15mm metal snap,luk's / 404,finger snap hem adjust,1 per side = 2,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none
26,boot hook,suppler,front gaiter,1 per side = 2,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none
27,keyclip,as last year production,right leg pocket,1,black,black,black,black,black,none
29,notions,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
30,self fabric tab 1x1,factory,front gaiter under boot hook,1 per side = 2,match to shell,match to shell,match to shell,match to shell,match to shell,none
31,self fabric tab 1x1,factory,back gaiter under finger snap hem adjust,1 per side = 2,match to shell,match to shell,match to shell,match to shell,match to shell,none
32,"grossgrain 1/4""",factory,attach key clip in right leg pocket,1,black,black,black,black,black,none
33,gripper elastic 25mm non logo,mtt0022,leg gaiters,2,black,black,black,black,black,none
35,velcro,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
39,thread,spi,supplier/ ref number,amount,black,military,rust,bone,walnut,0
40,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),30/2,regular thread,matching,matching,matching,matching,matching,none
41,seams,10-12 spi,30/2,regular thread,matching,matching,matching,matching,matching,none
42,topstitch,8-10 spi,30/2,regular thread,matching,matching,matching,matching,matching,none
43,denim weight topstitch,8-10 spi,none,heavy weight topstitch thread,matching,matching,matching,matching,matching,none
44,bartacks,none,100/2,regular thread,matching,matching,matching,matching,matching,none
46,labels ,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
47,10k/10k critically taped,soluna/ main label,inner front right,1,10k/10k critically taped,none,none,none,none,none
48,size label (sample size l),soluna/ size label,center back ,1,"xs, s, m, l, xl",none,none,none,none,none
50,hang tags,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
51,mens jacket hang tag,soluna/ mens jacket hang tag,front left belt loop,1,front left belt loop,none,none,none,none,none
52,pant regular straight leg hang tag,soluna/ pant fit hang tag,front left belt loop,1,pant regular straight leg hang tag,none,none,none,none,none
54,care and content labels,supplier/ reference number,location,amount,black,military,rust,bone,walnut,0
55,address label,factory sourced,lining left side seam,1,none,none,none,none,none,none
56,content label,factory sourced,lining left side seam,1,none,none,none,none,none,none
57,washing label,factory sourced,lining left side seam,1,none,none,none,none,none,none
