WORD_ID,VOCAB_WORD
0,zipper
1,label
2,slider
3,coil
4,suppli
5,tape
6,metal
7,nylon
8,side
9,black
10,tag
11,snap
12,cord
13,cm
14,x
15,pocket
16,woven
17,soli
18,elast
19,seam
20,color
21,polyest
22,print
23,web
24,face
25,number
26,puller
27,corner
28,close
29,round
30,logo
31,end
32,shell
33,pull
34,regular
35,per
36,loop
37,washer
38,incl
39,non
40,swivel
41,fabric
42,button
43,width
44,eyelet
45,male
46,oxid
47,lafuma
48,left
49,size
50,sticker
51,tricot
52,ref
53,hang
54,spi
55,hand
56,lock
57,separ
58,flat
59,mesh
60,mm
61,right
62,plastic
63,ykk
64,vislon
65,refer
66,femal
67,dalh
68,revers
69,plain
70,halti
71,custom
72,stopper
73,zip
74,w
75,hook
76,time
77,main
78,taffeta
79,teeth
80,sourc
81,set
82,back
83,leather
84,tcx
85,velcro
86,dwr
87,sml
88,trim
89,drawcord
90,line
91,item
92,finish
93,poli
94,part
95,china
96,coat
97,insert
98,tbd
99,front
100,mmg
101,twill
102,jacket
103,interfac
104,l
105,hidden
106,emboss
107,chain
108,lycra
109,bottom
110,way
111,clip
112,film
113,sampl
114,terri
115,hood
116,silver
117,free
118,adjust
119,bind
120,locat
121,velveti
122,ecoya
123,key
124,women
125,faux
126,bodi
127,fit
128,vietnam
129,bag
130,e
131,copper
132,tpu
133,open
134,util
135,star
136,tie
137,supplier
138,corpor
139,hem
140,tab
141,leaf
142,men
143,kensin
144,musi
145,match
146,sleev
147,band
148,patch
149,skirt
150,seal
151,matt
152,qualiti
153,anti
154,aquaguard
155,dull
156,pfc
157,art
158,sheet
159,local
160,one
161,attch
162,heat
163,flap
164,lamin
165,thread
166,insid
167,stretch
168,amount
169,pearl
170,shoelac
171,climact
172,blue
173,asymmetr
174,wei
175,rong
176,conceal
177,mix
178,brush
179,pant
180,center
181,jkt
182,shini
183,lace
184,dragon
185,adhes
186,content
187,low
188,impact
189,plastisol
190,knit
191,grey
192,auto
193,swell
194,insul
195,dark
196,alloy
197,fleec
198,metalux
199,care
200,fli
201,hangtag
202,embroideri
203,yf
204,stitch
205,vent
206,leg
207,head
208,wire
209,edg
210,big
211,date
212,delrin
213,connect
214,top
215,freedom
216,bright
217,membran
218,velvet
219,brass
220,wick
221,flag
222,h
223,antiqu
224,rivet
225,ride
226,use
227,autolock
228,deboss
229,feuill
230,larg
231,cuff
232,collar
233,made
234,dadhr
235,kifco
236,grommet
237,drop
238,surfac
239,see
240,rubber
241,mantl
242,gripper
243,nitro
244,tip
245,pes
246,barrel
247,slip
248,nvisibl
249,engrav
250,night
251,allow
252,powder
253,hole
254,inner
255,reflect
256,transfer
257,special
258,semi
259,puffer
260,vest
261,gaiter
262,spandex
263,rl
264,doubl
265,tripl
266,pinneco
267,medium
268,critic
269,neck
270,weav
271,windact
272,avoid
273,bulk
274,white
275,layer
276,name
277,stripe
278,to
279,invert
280,chest
281,herringbon
282,wad
283,red
284,closur
285,da
286,broken
287,winter
288,wearer
289,on
290,cotton
291,ink
292,rib
293,luk
294,airblast
295,screen
296,product
297,thick
298,wax
299,good
300,solid
301,die
302,cast
303,jersey
304,satin
305,transpar
306,dacr
307,cloth
308,short
309,cb
310,shockcord
311,materi
312,s
313,artsheet
314,wipe
315,belt
316,du
317,clear
318,stock
319,joke
320,charg
321,fd
322,rubberref
323,airpil
324,asia
325,dsyg
326,waterproof
327,pseudo
328,waist
329,pu
330,polyfil
331,code
332,goggl
333,small
334,spare
335,clrway
336,xl
337,camo
338,warn
339,singl
340,m
341,total
342,cd
343,origin
344,outdoorref
345,attach
346,provid
347,weight
348,placement
349,descript
350,bond
351,nickel
352,sorc
353,b
354,cire
355,fix
356,smooth
357,eco
358,push
359,offic
360,shenzhen
361,jacquard
362,heather
363,thin
364,terinda
365,vertic
366,panel
367,creat
368,outer
369,unitex
370,labelref
371,tech
372,cover
373,self
374,fulli
375,bemi
376,lower
377,ribbon
378,melang
379,block
380,extra
381,and
382,dablh
383,must
384,detail
385,oval
386,waistband
387,intern
388,wilson
389,planet
390,dfbw
391,lift
