WORD_ID,VOCAB_WORD
0,black
1,pocket
2,tape
3,zipper
4,label
5,color
6,side
7,shell
8,slider
9,oxid
10,per
11,seam
12,number
13,teeth
14,tcx
15,fabric
16,ref
17,coil
18,back
19,left
20,x
21,loop
22,front
23,tag
24,ykk
25,lock
26,silver
27,hood
28,leather
29,snap
30,suppli
31,copper
32,pull
33,faux
34,hand
35,adjust
36,right
37,hem
38,nylon
39,sourc
40,anti
41,hang
42,cm
43,print
44,cord
45,metal
46,skirt
47,bodi
48,polyest
49,sleev
50,flap
51,bag
52,bottom
53,non
54,jacket
55,refer
56,blue
57,center
58,pant
59,tab
60,line
61,elast
62,face
63,main
64,woven
65,grey
66,sticker
67,corner
68,alloy
69,zip
70,size
71,dark
72,leg
73,insid
74,connect
75,end
76,star
77,twill
78,bright
79,puller
80,brass
81,vent
82,soli
83,web
84,round
85,close
86,antiqu
87,open
88,spi
89,mesh
90,logo
91,collar
92,cuff
93,trim
94,tricot
95,powder
96,dull
97,l
98,night
99,gaiter
100,rl
101,top
102,fit
103,male
104,poli
105,wire
106,match
107,art
108,regular
109,thread
110,flat
111,eyelet
112,sheet
113,drawcord
114,button
115,see
116,plastic
117,matt
118,hook
119,neck
120,broken
121,femal
122,red
123,chest
124,halti
125,mm
126,washer
127,dadhr
128,luk
129,time
130,incl
131,velcro
132,dalh
133,clip
134,wearer
135,lafuma
136,swivel
137,set
138,belt
139,film
140,stopper
141,finish
142,white
143,pseudo
144,waist
145,embroideri
146,edg
147,width
148,code
149,women
150,camo
151,band
152,dwr
153,fli
154,coat
155,inner
156,attach
157,sampl
158,jkt
159,nickel
160,tie
161,sorc
162,vislon
163,satin
164,made
165,seal
166,auto
167,vertic
168,part
169,panel
170,w
171,critic
172,self
173,custom
174,patch
175,separ
176,hangtag
177,closur
178,waistband
179,revers
180,bind
181,detail
182,nuber
183,corpor
184,lower
185,way
186,diecast
187,tip
188,plain
189,stretch
190,oliv
191,tbd
192,insert
193,key
194,warn
195,emboss
196,lycra
197,die
198,cast
199,gray
200,mantl
201,sml
202,pahio
203,b
204,qualiti
205,short
206,hidden
207,panton
208,storm
209,taffeta
210,supplier
211,exit
212,brush
213,militari
214,semi
215,larg
216,insul
217,denim
218,gold
219,ink
220,e
221,dfw
222,xl
223,upc
224,gunmet
225,origin
226,ming
227,morpho
228,guard
229,china
230,chain
231,fulli
232,item
233,mid
234,wax
235,weight
236,page
237,shyang
238,cap
239,matter
240,garment
241,topstitch
242,men
243,heat
244,tseu
245,nitro
246,mmg
247,content
248,cloth
249,biella
250,melang
251,tpu
252,green
253,placket
254,deboss
255,interfac
256,cb
257,intern
258,placement
259,wipe
260,silt
261,wrap
262,stitch
263,sketch
264,wo
265,transfer
266,terri
267,pcs
268,allow
269,brand
270,care
271,gripper
272,slate
273,adhes
274,free
275,clear
276,ecoya
277,velveti
278,goggl
279,royal
280,pass
281,shockcord
282,vietnam
283,yf
284,lamin
285,screen
286,leaf
287,airblast
288,one
289,product
290,tpx
291,keyclip
292,artwork
293,local
294,harvest
295,special
296,avail
297,jungl
298,util
299,use
300,dtm
301,dragon
302,kensin
303,interior
304,head
305,cf
306,system
307,fix
308,musi
309,mix
310,base
311,lace
312,ribbon
313,necklin
314,length
315,horizont
316,heather
317,db
318,gate
319,polyfil
320,small
321,aquaguard
322,doxcp
323,gusset
324,behind
325,m
326,burgundi
327,rivet
328,ht
329,pfc
330,entri
331,slip
332,pink
333,bulk
334,knit
335,tsgs
336,fleec
337,s
338,upper
339,gator
340,attch
341,pearl
342,paiho
343,ho
344,nightykk
345,chin
346,boot
347,rubber
348,shoelac
349,shoulder
350,pack
351,overdy
352,pewter
353,climact
354,backsid
355,bone
356,avoid
357,asymmetr
358,middl
359,cs
360,wei
361,below
362,antic
363,rong
364,around
365,welt
366,walnut
367,media
368,conceal
369,shini
370,away
371,tone
372,layer
373,orang
374,posit
375,tripl
376,h
377,rust
378,hole
379,pes
380,drop
381,brim
382,core
383,yoke
384,grommet
385,spare
386,pinneco
387,finger
388,dsbyg
389,oxblood
390,stay
391,grosgrain
392,low
393,impact
394,plastisol
395,swell
396,ride
397,proto
398,place
399,navi
400,cover
401,piec
402,reinforc
403,metalux
404,shang
405,last
406,big
407,hold
408,brown
409,scott
410,yd
411,ca
412,bib
413,freedom
414,diamet
415,strap
416,pleas
417,solid
418,usa
419,year
420,wmns
421,herringbon
422,lime
423,ia
424,shadow
425,delrin
426,guid
427,cotton
428,rn
429,j
430,nightfal
431,misti
432,micro
433,rubberref
434,wick
435,shock
436,bombay
437,membran
438,flag
439,follow
440,autolock
441,full
442,velvet
443,spandex
444,kifco
445,knee
446,sea
447,doubl
448,outdoorref
449,teethykk
450,pdf
451,coatsopti
452,oxford
453,feuill
454,outsid
455,pinkcandi
456,pu
457,dablh
458,rib
459,holder
460,order
461,ventil
462,port
463,surfac
464,defin
465,shape
466,nvisibl
467,cabl
468,photo
469,fold
470,raco
471,vest
472,donut
473,puffer
474,engrav
475,wide
476,provid
477,julep
478,shank
479,post
480,barrel
481,napoleon
482,box
483,labelref
484,da
485,unitex
486,reflect
487,design
488,asphalt
489,new
490,ball
491,arm
492,weav
493,instruct
494,row
495,sued
496,market
497,rip
498,libolon
499,pin
500,flatlock
501,out
502,wilson
503,wr
504,sewn
505,wrist
506,wad
507,tunnel
508,artsheet
509,windact
510,planet
511,slim
512,tex
513,pkt
514,palcement
515,medium
516,squar
517,bond
518,stripe
519,thick
520,roll
521,dfbw
522,k
523,letter
524,garag
525,outer
526,sa
527,gwang
528,to
529,eclips
530,good
531,skinni
532,cordlock
533,remov
534,invert
535,raven
536,eider
537,morphoykk
538,snapref
539,psudo
540,also
541,pm
542,peak
543,jersey
544,silder
545,g
546,pinkykk
547,on
548,ticket
549,du
550,need
551,dal
552,fur
553,group
554,industri
555,lift
556,paint
557,dacr
558,singtex
559,zippernot
560,tsa
561,touch
562,spec
563,all
564,stock
565,bemi
566,ocean
567,overal
568,list
569,transpar
570,locker
571,joke
572,breathabl
573,dsyg
574,slidersuppli
575,wineykk
576,charg
577,labelfor
578,taup
579,cire
580,paddingloc
581,mmgalpha
582,lucki
583,shoe
584,asia
585,tech
586,snowgait
587,athlet
588,waterproof
589,airpil
590,fd
591,inform
592,topsuppli
593,materi
594,clotex
595,gatier
596,hanger
597,kido
598,ltd
599,water
600,dot
601,c
602,caf
603,smooth
604,lam
605,khaki
606,cd
607,ottoman
608,expos
609,ski
610,plus
611,crotch
612,calvari
613,five
614,problem
615,synthet
616,breath
617,wine
618,pavement
619,past
620,inject
621,eco
622,seat
623,font
624,offic
625,thin
626,push
627,extra
628,interlin
629,differ
630,snowskirt
631,pine
632,shenzhen
633,yard
634,invis
635,jacquard
636,direct
637,eiderref
638,underarm
639,braid
640,terinda
641,a
642,hk
643,teal
644,hipster
645,cargo
646,singl
647,sweatshirt
648,noir
649,oval
650,outshel
651,foldabl
652,ice
653,dusti
654,graphic
655,flower
656,factori
657,dead
658,textil
659,thigh
660,tba
661,seper
662,resist
663,hip
664,polybag
665,comfort
666,dri
667,sourcingto
668,cut
669,morphoblu
670,cleaner
671,powderskirt
672,maxland
673,vymj
674,sns
675,drymaxx
676,wideto
677,wing
678,critterflag
679,sage
680,junlg
681,peng
682,looker
683,utx
684,smlref
685,bias
686,ninja
687,damask
688,stretchabl
689,dawn
690,za
691,activ
692,polytricot
693,or
694,strength
695,dennsion
696,unicolorref
697,finnish
698,pinloc
699,spun
700,windflap
701,readi
702,must
703,tube
704,orangeykk
705,dae
706,total
707,pill
708,storag
709,string
710,seamtap
711,shirt
712,camel
713,dong
714,li
715,suspend
716,greyykk
717,bead
718,vintag
719,hoodi
720,bar
721,up
722,type
723,dx
724,hyperbola
725,overlay
726,power
727,brake
728,fornt
729,caviar
730,long
731,powernet
732,sealon
733,bartack
734,violet
735,centr
736,section
737,clean
738,tai
739,down
740,pizza
741,spruce
742,phone
743,laf
744,style
745,r
746,version
747,over
748,yarn
749,slit
750,anorak
751,bicep
752,pipe
753,eboni
754,loft
755,bunge
756,zipperelast
757,fashion
758,grip
759,labels
760,er
761,sw
762,stone
763,jia
764,d
765,premier
766,bang
767,window
768,mold
769,armhol
770,leash
771,moroccan
772,trimtricolordrawstr
773,motley
774,blanket
775,pvc
776,blood
777,quilt
778,point
779,outlet
780,gain
781,zipnrip
782,effectykk
783,wb
784,elastin
785,english
786,handwarm
787,earphon
788,rope
789,glacier
790,primaloft
791,dye
792,blair
793,snow
794,triangl
795,shorter
796,xs
797,colorway
798,with
799,pkts
800,silicon
801,kiss
802,smoke
803,approv
804,name
805,eagl
806,sms
807,sand
808,co
809,sierradesign
810,saphir
811,floral
812,edier
813,pacif
814,jean
815,cleaer
816,polyestr
817,for
818,pop
819,mahogani
820,defend
821,beltloop
822,mtn
823,greywith
824,skipass
825,packabl
826,badg
827,transfert
828,teri
829,cavalri
830,orangewith
831,hydrophil
832,workwear
833,boa
834,pig
835,possibl
836,pearlsuppli
837,printabl
838,butt
839,along
840,suit
841,plasitc
842,servic
843,stickerloc
844,translat
845,half
846,outerwear
847,wiastband
848,includ
849,sens
850,beverag
851,bifac
852,fizz
853,aw
854,msrp
855,densiti
856,indic
857,yz
858,lyrcra
859,fininsh
860,neat
861,standard
862,enamel
863,effect
864,warmer
865,anthracit
866,ind
867,hoodsnowskirt
868,rubbert
869,hypalon
870,qi
871,nose
872,melt
873,contain
874,timesnew
875,pullov
876,gaitor
877,blaster
878,pit
879,fusibl
880,packag
881,drytex
882,melon
883,bi
884,spanish
885,duck
886,blossom
887,waydu
888,twoway
889,loi
890,dijon
891,polar
892,comment
893,nunglai
894,generel
895,spray
896,trail
897,coo
898,stoog
899,benefit
